rcept_no,corp_cls,corp_code,corp_name,se,shrholdr_co,shrholdr_tot_co,shrholdr_rate,hold_stock_co,stock_tot_co,hold_stock_rate,stlm_dt,fiscal_year,endpoint_label
20250829001728,Y,00412597,현대홈쇼핑,소액주주,"10,494","10,502",99.92%,"3,323,140","12,000,000",27.69%,2024-12-31,2024,minority_shareholder
20190329002638,Y,00114552,도화엔지니어링,소액주주,"7,247",-,99.67%,"10,905,730",-,32.34%,2018-12-31,2018,minority_shareholder
20200327002007,Y,00114552,도화엔지니어링,소액주주,"7,270",-,99.7%,"11,526,035",-,34.2%,2019-12-31,2019,minority_shareholder
20210310000190,Y,00114552,도화엔지니어링,소액주주,"9,666","9,691",99.7%,"10,878,610","33,720,000",38.4%,2020-12-31,2020,minority_shareholder
20220310000616,Y,00114552,도화엔지니어링,소액주주,"13,960","13,987",99.81%,"10,489,853","33,720,000",31.11%,2021-12-31,2021,minority_shareholder
20230316001141,Y,00114552,도화엔지니어링,소액주주,"17,408","17,434",99.85%,"10,997,477","33,720,000",32.61%,2022-12-31,2022,minority_shareholder
20240314001211,Y,00114552,도화엔지니어링,소액주주,"15,948","15,971",99.86%,"11,486,823","33,720,000",34.07%,2023-12-31,2023,minority_shareholder
20250813001273,Y,00114552,도화엔지니어링,소액주주,"15,302","15,313",99.93%,"12,331,762","33,720,000",36.57%,2024-12-31,2024,minority_shareholder
20190401004563,Y,00828789,대성산업,소액주주,"5,984",-,99.65%,"15,199,923",-,33.60%,2018-12-31,2018,minority_shareholder
20200330003823,Y,00828789,대성산업,소액주주,"5,877",-,99.67%,"15,823,133",-,34.98%,2019-12-31,2019,minority_shareholder
20210318000876,Y,00828789,대성산업,소액주주,"5,871","5,895",99.59%,"15,015,672","35,147,871",42.72%,2020-12-31,2020,minority_shareholder
20220317001086,Y,00828789,대성산업,소액주주,"12,442","12,448",99.95%,"19,572,103","36,447,871",53.70%,2021-12-31,2021,minority_shareholder
20230316000896,Y,00828789,대성산업,소액주주,"15,388","15,400",99.92%,"18,315,695","37,460,614",48.89%,2022-12-31,2022,minority_shareholder
20240321001786,Y,00828789,대성산업,소액주주,"14,358","14,378",99.86%,"20,032,046","45,235,478",44.28%,2023-12-31,2023,minority_shareholder
20250320001121,Y,00828789,대성산업,소액주주,"11,368","11,388",99.82%,"18,080,907","45,235,478",39.97%,2024-12-31,2024,minority_shareholder
20190401005121,Y,00360142,아이마켓코리아,소액주주,"7,078",-,99.80%,"13,915,754",-,38.72%,2018-12-31,2018,minority_shareholder
20200402002288,Y,00360142,아이마켓코리아,소액주주,"5,445",-,99.74%,"12,421,109",-,34.56%,2019-12-31,2019,minority_shareholder
20210322000664,Y,00360142,아이마켓코리아,소액주주,"7,030","7,046",99.77%,"11,487,479","31,464,340",36.51%,2020-12-31,2020,minority_shareholder
20220322000751,Y,00360142,아이마켓코리아,소액주주,"17,185","17,196",99.94%,"13,532,495","31,464,340",43.01%,2021-12-31,2021,minority_shareholder
20230322000722,Y,00360142,아이마켓코리아,소액주주,"15,284","15,297",99.92%,"13,107,302","31,464,340",41.66%,2022-12-31,2022,minority_shareholder
20240320001539,Y,00360142,아이마켓코리아,소액주주,"15,302","15,313",99.93%,"13,306,439","31,464,340",42.29%,2023-12-31,2023,minority_shareholder
20250320001632,Y,00360142,아이마켓코리아,소액주주,"14,419","14,431",99.92%,"13,486,456","31,464,340",42.86%,2024-12-31,2024,minority_shareholder
20190329003969,Y,00828497,한미약품,소액주주,"33,336",-,99.98%,"5,000,754",-,43.92%,2018-12-31,2018,minority_shareholder
20200330004799,Y,00828497,한미약품,소액주주,"38,681",-,99.98%,"5,071,668",-,43.67%,2019-12-31,2019,minority_shareholder
20210318001419,Y,00828497,한미약품,소액주주,"52,057","52,065",99.98%,"4,905,426","11,843,029",41.42%,2020-12-31,2020,minority_shareholder
20220316001397,Y,00828497,한미약품,소액주주,"57,979","57,983",99.99%,"4,942,555","12,078,282",40.92%,2021-12-31,2021,minority_shareholder
20230321001525,Y,00828497,한미약품,소액주주,"46,299","46,304",99.99%,"5,583,393","12,317,971",45.33%,2022-12-31,2022,minority_shareholder
20240319000649,Y,00828497,한미약품,소액주주,"41,901","41,952",99.9%,"4,667,145","12,562,158",37.15%,2023-12-31,2023,minority_shareholder
20250318001206,Y,00828497,한미약품,소액주주,"43,193","43,200",99.9%,"4,848,364","12,810,991",37.85%,2024-12-31,2024,minority_shareholder
20190401002947,Y,00173944,우진,소액주주,"5,798",-,"99,69%","7,970,093",-,45.43%,2018-12-31,2018,minority_shareholder
20200330002594,Y,00173944,우진,소액주주,"7,644",-,99.78%,"11,106,594",-,54.98%,2019-12-31,2019,minority_shareholder
20210311000698,Y,00173944,우진,소액주주,"7,888","7,904",99.80%,"11,253,811","20,202,234",55.71%,2020-12-31,2020,minority_shareholder
20220310000376,Y,00173944,우진,소액주주,"22,530","22,545",99.93%,"12,934,147","20,323,614",63.64%,2021-12-31,2021,minority_shareholder
20230316000799,Y,00173944,우진,소액주주,"27,440","27,455",99.95%,"12,512,793","20,323,614",61.57%,2022-12-31,2022,minority_shareholder
20240315000580,Y,00173944,우진,소액주주,"23,973","23,988",99.94%,"12,452,238","20,323,614",61.27%,2023-12-31,2023,minority_shareholder
20250313001154,Y,00173944,우진,소액주주,"21,186","21,202",99.92%,"12,463,024","20,323,614",61.32%,2024-12-31,2024,minority_shareholder
20190401004891,Y,00121543,무학,소액주주,"6,831",-,99.85%,"6,696,588",-,23.50%,2018-12-31,2018,minority_shareholder
20200330004351,Y,00121543,무학,소액주주,"6,973",-,99.81%,"5,501,923",-,19.30%,2019-12-31,2019,minority_shareholder
20210319001404,Y,00121543,무학,소액주주,"6,928","6,939",99.84%,"6,050,613","28,500,000",21.23%,2020-12-31,2020,minority_shareholder
20220318000779,Y,00121543,무학,소액주주,"9,086","9,103",99.81%,"4,539,268","26,486,868",17.14%,2021-12-31,2021,minority_shareholder
20230320000776,Y,00121543,무학,소액주주,"13,252","13,268",99.88%,"6,580,230","26,486,868",24.84%,2022-12-31,2022,minority_shareholder
20240319000693,Y,00121543,무학,소액주주,"11,704","11,720",99.86%,"6,958,886","26,486,868",26.27%,2023-12-31,2023,minority_shareholder
20250324000610,Y,00121543,무학,소액주주,"10,556","10,571",99.85%,"7,183,497","26,486,868",27.12%,2024-12-31,2024,minority_shareholder
20190401002984,Y,00145598,이연제약,소액주주,"5,494",-,99.87%,"5,214,480",-,31.09%,2018-12-31,2018,minority_shareholder
20200330004583,Y,00145598,이연제약,소액주주,"6,036",-,99.88%,"5,694,195",-,33.95%,2019-12-31,2019,minority_shareholder
20210318000279,Y,00145598,이연제약,소액주주,"12,770","12,778",99.94%,"6,107,675","17,562,390",34.78%,2020-12-31,2020,minority_shareholder
20220322000922,Y,00145598,이연제약,소액주주,"31,770","31,779",99.97%,"6,768,453","18,498,577",36.59%,2021-12-31,2021,minority_shareholder
20230323001335,Y,00145598,이연제약,소액주주,"28,564","28,574",99.97%,"6,982,248","18,498,577",37.74%,2022-12-31,2022,minority_shareholder
20240321001807,Y,00145598,이연제약,소액주주,"23,636","23,643",99.97%,"7,553,007","18,586,811",40.64%,2023-12-31,2023,minority_shareholder
20250801000808,Y,00145598,이연제약,소액주주,"23,636","23,643",99.97%,"7,553,007","18,586,811",40.64%,2024-12-31,2024,minority_shareholder
20190401002043,Y,00823429,한국화장품,소액주주,"14,630",-,99.90%,"7,159,393",-,44.55%,2018-12-31,2018,minority_shareholder
20200330003819,Y,00823429,한국화장품,소액주주,"16,516",-,99.91%,"7,232,673",-,45.01%,2019-12-31,2019,minority_shareholder
20210318001289,Y,00823429,한국화장품,소액주주,"22,852","22,865",99.94%,"7,559,454","16,068,000",47.04%,2020-12-31,2020,minority_shareholder
20220812001253,Y,00823429,한국화장품,소액주주,"22,082","22,095",99.94%,"7,559,454","16,068,000",47.04%,2021-12-31,2021,minority_shareholder
20230316001123,Y,00823429,한국화장품,소액주주,"24,438","24,451",99.94%,"7,559,454","16,068,000",47.04%,2022-12-31,2022,minority_shareholder
20240320001545,Y,00823429,한국화장품,소액주주,"22,030","22,044",99.94%,"7,358,318","16,068,000",45.79%,2023-12-31,2023,minority_shareholder
20250320001323,Y,00823429,한국화장품,소액주주,"21,339","21,354",99.93%,"7,342,207","16,068,000",45.70%,2024-12-31,2024,minority_shareholder
20190711000268,Y,00815369,에스제이엠,소액주주,"5,252",-,99.83%,"5,251,791",-,33.65%,2018-12-31,2018,minority_shareholder
20200330003285,Y,00815369,에스제이엠,소액주주,"5,251",-,99.83%,"5,277,459",-,33.82%,2019-12-31,2019,minority_shareholder
20210318001217,Y,00815369,에스제이엠,소액주주,"5,161","5,170",99.82%,"5,277,459","15,604,898",33.82%,2020-12-31,2020,minority_shareholder
20221223000261,Y,00815369,에스제이엠,소액주주,"7,364","7,373",99.88%,"5,582,169","15,604,898",35.77%,2021-12-31,2021,minority_shareholder
20230322000618,Y,00815369,에스제이엠,소액주주,"8,412","8,420",99.90%,"5,737,888","15,604,898",36.77%,2022-12-31,2022,minority_shareholder
20240321001306,Y,00815369,에스제이엠,소액주주,"9,837","9,845",99.92%,"6,909,862","15,604,898",44.28%,2023-12-31,2023,minority_shareholder
20250320000753,Y,00815369,에스제이엠,소액주주,"7,684","7,692",99.90%,"7,003,802","15,604,898",44.88%,2024-12-31,2024,minority_shareholder
20190401004461,Y,00274933,신세계푸드,소액주주,"8,187",-,99.77%,"1,276,769",-,32.97%,2018-12-31,2018,minority_shareholder
20200330004324,Y,00274933,신세계푸드,소액주주,"8,333",-,99.70%,"1,184,920",-,30.60%,2019-12-31,2019,minority_shareholder
20210316001196,Y,00274933,신세계푸드,소액주주,"11,090","11,106",99.86%,"1,200,033","3,872,480",30.99%,2020-12-31,2020,minority_shareholder
20220321000592,Y,00274933,신세계푸드,소액주주,"15,148","15,159",99.92%,"1,447,685","3,872,480",37.44%,2021-12-31,2021,minority_shareholder
20230320000295,Y,00274933,신세계푸드,소액주주,"19,425","19,428",99.94%,"1,519,373","3,872,480",39.24%,2022-12-31,2022,minority_shareholder
20240318000520,Y,00274933,신세계푸드,소액주주,"18,025","18,036",99.94%,"1,530,939","3,872,480",39.53%,2023-12-31,2023,minority_shareholder
20250317000635,Y,00274933,신세계푸드,소액주주,"17,567","17,571",99.98%,"1,575,153","3,872,480",40.68%,2024-12-31,2024,minority_shareholder
20190401002740,Y,00796994,조선선재,소액주주,"2,907",-,99.75%,"364,420",-,28.97%,2018-12-31,2018,minority_shareholder
20200330003464,Y,00796994,조선선재,소액주주,"2,052",-,99.56%,"266,763",-,21.21%,2019-12-31,2019,minority_shareholder
20210318001184,Y,00796994,조선선재,소액주주,"2,940","2,948",99.74%,"241,670","1,043,934",23.15%,2020-12-31,2020,minority_shareholder
20220325000373,Y,00796994,조선선재,소액주주,"4,530","4,536",99.88%,"319,174","1,013,834",31.48%,2021-12-31,2021,minority_shareholder
20230331002546,Y,00796994,조선선재,소액주주,"5,270","5,275",99.92%,"305,427","1,257,651",24.29%,2022-12-31,2022,minority_shareholder
20240321001421,Y,00796994,조선선재,소액주주,"4,460","4,465",99.9%,"317,503","1,257,651",25.26%,2023-12-31,2023,minority_shareholder
20250715000164,Y,00796994,조선선재,소액주주,"3,740","3,747",99.8%,"234,050","1,257,651",18.6%,2024-12-31,2024,minority_shareholder
20190626000374,Y,00795135,코오롱인더,소액주주,"27,191",-,99.93%,"14,318,605",-,53.07%,2018-12-31,2018,minority_shareholder
20200330003955,Y,00795135,코오롱인더,소액주주,"26,887",-,99.95%,"14,079,983",-,52.19%,2019-12-31,2019,minority_shareholder
20210319000459,Y,00795135,코오롱인더,소액주주,"38,013","38,019",99.98%,"14,743,529","26,978,840",54.64%,2020-12-31,2020,minority_shareholder
20220321001478,Y,00795135,코오롱인더,소액주주,"81,952","81,952",99.99%,"1,615,031","27,519,091",58.68%,2021-12-31,2021,minority_shareholder
20230320001068,Y,00795135,코오롱인더,소액주주,"74,904","74,909",99.99%,"16,238,458","27,519,091",59.00%,2022-12-31,2022,minority_shareholder
20240320001923,Y,00795135,코오롱인더,소액주주,"70,795","70,800",99.99%,"15,549,979","27,519,091",56.50%,2023-12-31,2023,minority_shareholder
20250319000318,Y,00795135,코오롱인더,소액주주,"63,966","63,970",99.99%,"16,464,853","27,519,091",59.83%,2024-12-31,2024,minority_shareholder
20190401003359,Y,00797364,KC코트렐,소액주주,"7,265",-,99.97%,"8,286,299",-,63.74%,2018-12-31,2018,minority_shareholder
20200330003083,Y,00797364,KC코트렐,소액주주,"9,238",-,99.96%,"7,914,001",-,60.87%,2019-12-31,2019,minority_shareholder
20210319000997,Y,00797364,KC코트렐,소액주주,"22,003","22,006",99.98%,"8,440,049","13,000,000",64.92%,2020-12-31,2020,minority_shareholder
20220318000863,Y,00797364,KC코트렐,소액주주,"28,087","28,092",99.98%,"11,491,963","17,600,000",65.30%,2021-12-31,2021,minority_shareholder
20230321001429,Y,00797364,KC코트렐,소액주주,"28,773","28,778",99.98%,"23,788,328","34,600,456",68.75%,2022-12-31,2022,minority_shareholder
20240319000590,Y,00797364,KC코트렐,소액주주,"31,872","31,878",99.98%,"35,282,173","50,935,430",69.27%,2023-12-31,2023,minority_shareholder
20260423000742,Y,00797364,KC코트렐,소액주주,"26,907","26,910",99.99%,"37,253,966","64,214,329",58.02%,2024-12-31,2024,minority_shareholder
20190711000374,Y,00159698,지역난방공사,소액주주,"8,750",-,99.6%,"1,953,782",-,16.9%,2018-12-31,2018,minority_shareholder
20200330002710,Y,00159698,지역난방공사,소액주주,"7,714",-,99.71%,"1,900,337",-,16.41%,2019-12-31,2019,minority_shareholder
20210322001012,Y,00159698,지역난방공사,소액주주,"8,373","8,379",99.93%,"2,171,901","11,578,744",18.76%,2020-12-31,2020,minority_shareholder
20220322000684,Y,00159698,지역난방공사,소액주주,"8,657","8,663",99.93%,"2,184,448","11,578,744",18.87%,2021-12-31,2021,minority_shareholder
20230322000036,Y,00159698,지역난방공사,소액주주,"8,784","8,790",99.93%,"2,172,632","11,578,744",18.76%,2022-12-31,2022,minority_shareholder
20240321001996,Y,00159698,지역난방공사,소액주주,"8,038","8,043",99.93%,"2,316,901","11,578,744",20.01%,2023-12-31,2023,minority_shareholder
20250327000192,Y,00159698,지역난방공사,소액주주,"5,864","5,870",99.90%,"2,161,171","11,578,744",18.66%,2024-12-31,2024,minority_shareholder
20190401003972,Y,00141477,영흥,소액주주,"6,724",-,99.93%,"27,392,785",-,31.92%,2018-12-31,2018,minority_shareholder
20200330001700,Y,00141477,영흥,소액주주,"6,071",-,99.90%,"27,342,968",-,31.86%,2019-12-31,2019,minority_shareholder
20210322000539,Y,00141477,영흥,소액주주,"6,027","6,034",99.88%,"29,029,701","60,925,506",47.65%,2020-12-31,2020,minority_shareholder
20220321000602,Y,00141477,영흥,소액주주,"10,072","10,077",99.95%,"41,152,729","101,310,372",40.62%,2021-12-31,2021,minority_shareholder
20230323001061,Y,00141477,영흥,소액주주,"9,315","9,321",99.94%,"42,854,325","101,310,372",42.3%,2022-12-31,2022,minority_shareholder
20240321000794,Y,00141477,영흥,소액주주,"8,322","8,328",99.93%,"42,917,203","101,310,372",42.36%,2023-12-31,2023,minority_shareholder
20250328001676,Y,00141477,영흥,소액주주,"7,164","7,169",99.93%,"42,630,782","101,310,372",42.08%,2024-12-31,2024,minority_shareholder
20190401003995,Y,00791209,메타케어,소액주주,"16,295",-,99.98%,"19,913,447",-,81.96%,2018-12-31,2018,minority_shareholder
20200330004337,Y,00791209,메타케어,소액주주,"13,470",-,99.99%,"29,842,745",-,84.95%,2019-12-31,2019,minority_shareholder
20210317001108,Y,00791209,메타케어,소액주주,"23,606","23,607",99%,"50,399,433","53,560,160",94.1%,2020-12-31,2020,minority_shareholder
20220816001524,Y,00791209,메타케어,소액주주,"29,182","29,184",99.99%,"75,329,823","81,323,412",92.63%,2021-12-31,2021,minority_shareholder
20230322000954,Y,00791209,메타케어,소액주주,"28,130","28,135",99.98%,"78,711,395","106,987,815",73.57%,2022-12-31,2022,minority_shareholder
20240320001430,Y,00791209,메타케어,소액주주,"25,757","25,759",99.99%,"86,853,563","153,888,475",56.44%,2023-12-31,2023,minority_shareholder
20250320001573,Y,00791209,메타케어,소액주주,"25,757","25,759",99.99%,"88,163,550","164,777,364",53.50%,2024-12-31,2024,minority_shareholder
20200330003484,Y,00159209,한전기술,소액주주,"17,470",-,99.96%,"9,584,941",-,25.08%,2018-12-31,2018,minority_shareholder
20200330002349,Y,00159209,한전기술,소액주주,"17,833",-,99.97%,"10,478,950",-,27.41%,2019-12-31,2019,minority_shareholder
20210322000901,Y,00159209,한전기술,소액주주,"20,196","20,200",99.98%,"11,148,948","38,220,000",29.17%,2020-12-31,2020,minority_shareholder
20220321000881,Y,00159209,한전기술,소액주주,"52,830","52,833",99.99%,"8,986,554","38,043,505",23.62%,2021-12-31,2021,minority_shareholder
20230321000487,Y,00159209,한전기술,소액주주,"66,221","66,253",99.99%,"9,621,567","38,043,505",23.62%,2022-12-31,2022,minority_shareholder
20240320001238,Y,00159209,한전기술,소액주주,"46,215","46,247",99.9%,"8,457,020","38,043,505",22.23%,2023-12-31,2023,minority_shareholder
20250814001076,Y,00159209,한전기술,소액주주,"54,642","54,683",99.9%,"10,569,210","38,043,505",27.78%,2024-12-31,2024,minority_shareholder
20190705000387,Y,00557508,GKL,소액주주,"15,166",-,99.96%,"24,859,429",-,40.18%,2018-12-31,2018,minority_shareholder
20200330001284,Y,00557508,GKL,소액주주,"16,347",-,99.98%,"16,957,280",-,27.41%,2019-12-31,2019,minority_shareholder
20210317000681,Y,00557508,GKL,소액주주,"25,091","25,096",99.99%,"24,111,864","61,855,670",38.99%,2020-12-31,2020,minority_shareholder
20220321000040,Y,00557508,GKL,소액주주,"38,835","38,838",99.99%,"25,837,819","61,855,670",41.77%,2021-12-31,2021,minority_shareholder
20230713000041,Y,00557508,GKL,소액주주,"25,068","25,072",99.99%,"25,231,609","61,855,670",40.80%,2022-12-31,2022,minority_shareholder
20240320000077,Y,00557508,GKL,소액주주,"24,874","24,879",99.9%,"23,298,017","61,855,670",37.7%,2023-12-31,2023,minority_shareholder
20250328001704,Y,00557508,GKL,소액주주,"23,118","23,124",99.9%,"23,345,909","61,855,670",37.7%,2024-12-31,2024,minority_shareholder
20190329004157,Y,00218575,황금에스티,소액주주,"6,042",-,99.87%,"6,112,471",-,43.66%,2018-12-31,2018,minority_shareholder
