model,variable,coef,std_err,t_or_z,p_value,nobs
M7_material_auditor_basic,C(sector)[T.컴퓨터 및 주변장치 제조업],-0.10904342533595768,0.048240538267518236,-2.260410626665412,0.023795777581742464,3217.0
M7_material_auditor_basic,"C(sector)[T.컴퓨터 프로그래밍, 시스템 통합 및 관리업]",0.020824619188018742,0.08183760883177464,0.2544627034597971,0.7991381142725955,3217.0
M7_material_auditor_basic,C(sector)[T.텔레비전 방송업],0.006330169863176692,0.07331057376669393,0.0863472966849508,0.9311903415260101,3217.0
M7_material_auditor_basic,C(sector)[T.토목 건설업],0.11571723941055921,0.05967740611951486,1.9390460634099007,0.05249572943988447,3217.0
M7_material_auditor_basic,C(sector)[T.통신 및 방송 장비 제조업],-0.16410683593577569,0.051736627163429125,-3.1719662632313472,0.0015141059521278726,3217.0
M7_material_auditor_basic,C(sector)[T.특수 목적용 기계 제조업],0.014377045552318167,0.05490530570624573,0.26185166200946425,0.793435807689657,3217.0
M7_material_auditor_basic,"C(sector)[T.펄프, 종이 및 판지 제조업]",-0.06262497290726265,0.05219058703386535,-1.1999285017933723,0.2301671095440071,3217.0
M7_material_auditor_basic,C(sector)[T.편조원단 제조업],-0.019228953066475832,0.05016386958949673,-0.3833227624549517,0.7014804638507717,3217.0
M7_material_auditor_basic,C(sector)[T.플라스틱제품 제조업],0.004741726006286107,0.055818812878927225,0.08494852831376154,0.9323023111718343,3217.0
M7_material_auditor_basic,C(sector)[T.합성고무 및 플라스틱 물질 제조업],-0.021775179694591064,0.07195679605518272,-0.30261463667576255,0.7621835587359824,3217.0
M7_material_auditor_basic,C(sector)[T.항공 여객 운송업],0.0037075594194492913,0.08883013072180364,0.04173763327063594,0.9667078530760433,3217.0
M7_material_auditor_basic,"C(sector)[T.항공기,우주선 및 부품 제조업]",0.2234029800375934,0.1574517116803185,1.418866633162927,0.15593790175189737,3217.0
M7_material_auditor_basic,C(sector)[T.해상 운송업],-0.010645558641467743,0.08150288899738463,-0.13061572138638364,0.8960793054099291,3217.0
M7_material_auditor_basic,C(sector)[T.화학섬유 제조업],-0.11095088622754386,0.0538731346298676,-2.059484509112488,0.039447847482144305,3217.0
M7_material_auditor_basic,LogAssets_w,0.02394156587529593,0.006012465909797914,3.981987795769579,6.834128980207517e-05,3217.0
M7_material_auditor_basic,Leverage_w,-0.022974725224562814,0.03488810555418031,-0.6585260179542759,0.5102001842175355,3217.0
M7_material_auditor_basic,ROA_w,-0.20932679040946756,0.10688500217933129,-1.9584299587537994,0.05017958225182552,3217.0
M7_material_auditor_basic,Loss,0.014402625329629895,0.018776804548765298,0.7670434706941105,0.44305567007861535,3217.0
M7_material_auditor_basic,OutsideDirectorRatio_w,0.0959951895857551,0.0447001211164289,2.147537572341687,0.03175050932761037,3217.0
M7_material_auditor_basic,LargestShareholderOwnership_w,-0.0013764934364280778,0.0004118032656001074,-3.3425996134881517,0.0008299755981650454,3217.0
M7_material_auditor_basic,LogMinorityShareholderCount_w,-0.010431679224621144,0.007261007389041027,-1.436671065831111,0.15081148014704526,3217.0
M7_material_auditor_basic,Big4Auditor,-0.006206565721729691,0.012933521809004745,-0.4798821089402327,0.6313112236172536,3217.0
M7_material_auditor_basic,CleanOpinion,0.021644785015645523,0.017108356346722208,1.2651586497841711,0.20581446202083797,3217.0
P1_count_controls,Intercept,-4.334611883883455,0.5783057640861515,-7.495363444514653,6.611490565725782e-14,4610.0
P1_count_controls,C(year)[T.2019],-0.33008305345230465,0.09773824087038928,-3.377215003184147,0.0007322378999903226,4610.0
P1_count_controls,C(year)[T.2020],-0.7063165782019637,0.10881060108401994,-6.4912478303154435,8.512830674671702e-11,4610.0
P1_count_controls,C(year)[T.2021],-0.022139530748221375,0.09016569931336228,-0.24554271654099358,0.8060362372469644,4610.0
P1_count_controls,C(year)[T.2022],-0.052250421345289046,0.09027613148298347,-0.5787844526228724,0.5627346230129366,4610.0
P1_count_controls,C(year)[T.2023],-0.5310865238459612,0.10162365757168612,-5.226012687757559,1.7320447925793997e-07,4610.0
P1_count_controls,C(year)[T.2024],-0.2173747369692347,0.09308480274047934,-2.335233363229828,0.019531233127209537,4610.0
P1_count_controls,C(sector)[T.1차 철강 제조업],-0.08607433733762734,0.2559891153116778,-0.33624217667547357,0.73668825012786,4610.0
P1_count_controls,C(sector)[T.가구 제조업],0.255827276883015,0.3538437142641317,0.7229951149903685,0.4696828854173797,4610.0
P1_count_controls,C(sector)[T.가전제품 및 정보통신장비 소매업],-0.30308433381333466,0.74226451003565,-0.40832389224533705,0.6830359007122856,4610.0
P1_count_controls,C(sector)[T.가정용 기기 제조업],0.6228740218693468,0.6175610962463464,1.008603076934887,0.31316503108728366,4610.0
P1_count_controls,"C(sector)[T.가죽, 가방 및 유사제품 제조업]",0.9264529348583095,0.37329945254073754,2.4817955894462695,0.013072223994195983,4610.0
P1_count_controls,C(sector)[T.개인 및 가정용품 임대업],1.1915140444060595,0.5471787293387583,2.1775591420484353,0.029438874197137404,4610.0
P1_count_controls,C(sector)[T.건물 건설업],0.20329237643835685,0.30683145679656265,0.6625538937917472,0.507616307437138,4610.0
P1_count_controls,C(sector)[T.건물설비 설치 공사업],-0.38016868572490137,1.0254198499142662,-0.37074441825627497,0.7108279032893856,4610.0
P1_count_controls,"C(sector)[T.건축기술, 엔지니어링 및 관련 기술 서비스업]",0.6936685694862655,0.29914627183992165,2.318827392431819,0.02040439729760837,4610.0
P1_count_controls,"C(sector)[T.건축자재, 철물 및 난방장치 도매업]",-30.74121240697767,3967791.874254511,-7.747687726880454e-06,0.9999938182395809,4610.0
P1_count_controls,"C(sector)[T.경비, 경호 및 탐정업]",-20.538344677047508,23470.41901257801,-0.0008750736263396415,0.999301792353087,4610.0
P1_count_controls,C(sector)[T.고무제품 제조업],0.2433737983701213,0.33288262510498245,0.731109946917078,0.464711999128808,4610.0
P1_count_controls,"C(sector)[T.곡물가공품, 전분 및 전분제품 제조업]",-0.21335001583093527,0.3987758635524374,-0.5350123599014679,0.5926413105412914,4610.0
P1_count_controls,"C(sector)[T.골판지, 종이 상자 및 종이용기 제조업]",0.3409790268172267,0.36265173864529304,0.9402382243939432,0.34709537892169584,4610.0
P1_count_controls,C(sector)[T.광고업],0.20432371527743495,0.43771802065439097,0.46679301659084044,0.6406479726499265,4610.0
P1_count_controls,"C(sector)[T.구조용 금속제품, 탱크 및 증기발생기 제조업]",0.15456206270682973,0.41576069326161424,0.371757275788389,0.7100735763583423,4610.0
P1_count_controls,C(sector)[T.귀금속 및 장신용품 제조업],-23.27464702117521,85363.78434923041,-0.0002726524743321673,0.999782454802961,4610.0
P1_count_controls,C(sector)[T.그외 기타 개인 서비스업],0.6033442130859932,0.6187323695364918,0.9751295435504267,0.3294960055663936,4610.0
P1_count_controls,C(sector)[T.그외 기타 운송장비 제조업],0.2432538670767955,0.4169120407620854,0.5834656793124632,0.5595798546942763,4610.0
P1_count_controls,C(sector)[T.금속 주조업],0.16266108485489156,0.7404243101617534,0.21968631043375192,0.8261154669220764,4610.0
P1_count_controls,C(sector)[T.기계장비 및 관련 물품 도매업],0.14817705685800076,0.3469773482317362,0.42705109602439395,0.6693421116506606,4610.0
P1_count_controls,C(sector)[T.기반조성 및 시설물 축조관련 전문공사업],-0.3891533903225252,0.7403129492017424,-0.5256606557296314,0.5991240048582712,4610.0
P1_count_controls,C(sector)[T.기초 의약물질 제조업],0.6304811668620185,0.36359278590337624,1.7340310130068617,0.08291258062473313,4610.0
P1_count_controls,C(sector)[T.기초 화학물질 제조업],0.29088383951501395,0.2511098819918735,1.1583926415306411,0.24670384068889428,4610.0
P1_count_controls,C(sector)[T.기타 금속 가공제품 제조업],0.12064686289125061,0.49854719772204864,0.24199687299920192,0.808782586217285,4610.0
P1_count_controls,C(sector)[T.기타 비금속 광물제품 제조업],-26.21801262354455,233546.06371842787,-0.00011226056310310584,0.9999104290301011,4610.0
P1_count_controls,C(sector)[T.기타 사업지원 서비스업],-113.6905507532843,4.09817612057992e+24,-2.774174349959276e-23,1.0,4610.0
P1_count_controls,C(sector)[T.기타 상품 전문 소매업],-0.9479658641139809,1.0247213112753877,-0.9250962712331263,0.35491583248192304,4610.0
P1_count_controls,C(sector)[T.기타 식품 제조업],-0.029203098898019378,0.2913680464625783,-0.10022752752941308,0.9201636922376164,4610.0
P1_count_controls,C(sector)[T.기타 운송관련 서비스업],0.3187288959186194,0.3846850855734018,0.8285449784036473,0.4073619334646623,4610.0
P1_count_controls,C(sector)[T.기타 전기장비 제조업],-38.927900681189854,207190600.9219405,-1.8788449141984014e-07,0.999999850089865,4610.0
P1_count_controls,C(sector)[T.기타 전문 도매업],0.4110180363158977,0.2829252144127487,1.452744454639802,0.14629471921251516,4610.0
P1_count_controls,C(sector)[T.기타 정보 서비스업],-0.3610188287750303,0.6176984660675205,-0.5844580302641829,0.5589121942528454,4610.0
P1_count_controls,C(sector)[T.기타 종이 및 판지 제품 제조업],0.9347630676391266,0.6194901552625949,1.5089232003096016,0.13131841018664386,4610.0
P1_count_controls,C(sector)[T.기타 화학제품 제조업],0.4341124817365246,0.24385600422123252,1.780200094407708,0.07504321996745658,4610.0
